일자|시간|구분,공급량
2019-02-04 19 A,3040.5063
2019-02-04 20 A,3162.226
2019-02-04 21 A,3117.6145
2019-02-04 22 A,3039.7046
2019-02-04 23 A,2903.5203
2019-02-04 24 A,2812.2397
2019-02-05 01 A,2615.2424
2019-02-05 02 A,2382.515
2019-02-05 03 A,2252.5894
2019-02-05 04 A,2294.0916
2019-02-05 05 A,2456.7441
2019-02-05 06 A,2676.0947
2019-02-05 07 A,2983.321
2019-02-05 08 A,3434.5764
2019-02-05 09 A,3576.3362
2019-02-05 10 A,3434.4788
2019-02-05 11 A,3337.8308
2019-02-05 12 A,3123.1458
2019-02-05 13 A,2993.7
2019-02-05 14 A,2878.7874
2019-02-05 15 A,2743.3745
2019-02-05 16 A,2695.7546
2019-02-05 17 A,2777.777
2019-02-05 18 A,2996.9304
2019-02-05 19 A,3344.552
2019-02-05 20 A,3474.8682
2019-02-05 21 A,3451.1045
2019-02-05 22 A,3379.4001
2019-02-05 23 A,3232.186
2019-02-05 24 A,3133.1128
2019-02-06 01 A,2840.7217
2019-02-06 02 A,2596.5237
2019-02-06 03 A,2453.6045
2019-02-06 04 A,2494.8638
2019-02-06 05 A,2663.5154
2019-02-06 06 A,2859.8384
2019-02-06 07 A,3175.4395
2019-02-06 08 A,3619.4355
2019-02-06 09 A,3738.5725
2019-02-06 10 A,3557.7385
2019-02-06 11 A,3433.149
2019-02-06 12 A,3199.178
2019-02-06 13 A,3060.444
2019-02-06 14 A,2937.7605
2019-02-06 15 A,2794.4194
2019-02-06 16 A,2739.1099
2019-02-06 17 A,2813.6912
2019-02-06 18 A,3031.4639
2019-02-06 19 A,3385.7446
2019-02-06 20 A,3534.889
2019-02-06 21 A,3522.9526
2019-02-06 22 A,3472.7712
2019-02-06 23 A,3322.6306
2019-02-06 24 A,3217.7693
2019-02-07 01 A,2863.0334
2019-02-07 02 A,2609.7495
2019-02-07 03 A,2465.6274
2019-02-07 04 A,2495.0435
2019-02-07 05 A,2659.859
2019-02-07 06 A,2870.1814
2019-02-07 07 A,3159.6294
2019-02-07 08 A,3547.5952
2019-02-07 09 A,3677.2717
2019-02-07 10 A,3481.4329
2019-02-07 11 A,3320.2053
2019-02-07 12 A,3074.9104
2019-02-07 13 A,2927.9014
2019-02-07 14 A,2797.318
2019-02-07 15 A,2650.2322
2019-02-07 16 A,2583.6174
2019-02-07 17 A,2643.3513
2019-02-07 18 A,2846.3337
2019-02-07 19 A,3167.1404
2019-02-07 20 A,3307.9207
2019-02-07 21 A,3266.2537
2019-02-07 22 A,3194.3298
2019-02-07 23 A,3063.1328
2019-02-07 24 A,2916.7915
2019-02-08 01 A,2547.3372
2019-02-08 02 A,2303.1787
2019-02-08 03 A,2169.6152
2019-02-08 04 A,2206.9558
2019-02-08 05 A,2362.553
2019-02-08 06 A,2545.4138
2019-02-08 07 A,2833.54
2019-02-08 08 A,3228.6365
2019-02-08 09 A,3368.9265
2019-02-08 10 A,3157.3816
2019-02-08 11 A,3012.245
2019-02-08 12 A,2774.6343
2019-02-08 13 A,2631.032
2019-02-08 14 A,2512.174
2019-02-08 15 A,2377.2268
2019-02-08 16 A,2311.1707
2019-02-08 17 A,2373.5933
2019-02-08 18 A,2585.3325
2019-02-08 19 A,2901.4058
2019-02-08 20 A,3038.48
2019-02-08 21 A,2993.091
2019-02-08 22 A,2901.2754
2019-02-08 23 A,2788.8125
2019-02-08 24 A,2630.3987
2019-02-09 01 A,2343.0303
2019-02-09 02 A,2101.8425
2019-02-09 03 A,1967.377
2019-02-09 04 A,1998.5752
2019-02-09 05 A,2160.3916
2019-02-09 06 A,2329.1978
2019-02-09 07 A,2625.878
2019-02-09 08 A,3016.7454
2019-02-09 09 A,3152.3186
2019-02-09 10 A,2979.7354
2019-02-09 11 A,2861.9294
2019-02-09 12 A,2624.6704
2019-02-09 13 A,2484.2463
2019-02-09 14 A,2356.0923
2019-02-09 15 A,2196.7798
2019-02-09 16 A,2124.3643
2019-02-09 17 A,2189.9734
2019-02-09 18 A,2372.144
2019-02-09 19 A,2677.099
2019-02-09 20 A,2815.9426
2019-02-09 21 A,2770.7556
2019-02-09 22 A,2666.2593
2019-02-09 23 A,2521.2834
2019-02-09 24 A,2359.6262
2019-02-10 01 A,2048.884
2019-02-10 02 A,1812.2559
2019-02-10 03 A,1657.6505
2019-02-10 04 A,1671.6279
2019-02-10 05 A,1799.141
2019-02-10 06 A,1912.7906
2019-02-10 07 A,2136.0881
2019-02-10 08 A,2476.6743
2019-02-10 09 A,2674.222
2019-02-10 10 A,2602.053
2019-02-10 11 A,2518.656
2019-02-10 12 A,2296.4377
2019-02-10 13 A,2188.9229
2019-02-10 14 A,2104.4624
2019-02-10 15 A,2015.361
2019-02-10 16 A,2010.1156
2019-02-10 17 A,2083.333
2019-02-10 18 A,2288.446
2019-02-10 19 A,2604.074
2019-02-10 20 A,2750.2407
2019-02-10 21 A,2721.4329
2019-02-10 22 A,2633.4158
2019-02-10 23 A,2528.4946
2019-02-10 24 A,2400.6238
2019-02-11 01 A,2254.4097
2019-02-11 02 A,2022.1202
2019-02-11 03 A,1880.8275
2019-02-11 04 A,1911.1682
2019-02-11 05 A,2031.9774
2019-02-11 06 A,2163.4934
2019-02-11 07 A,2341.7441
2019-02-11 08 A,2681.6003
2019-02-11 09 A,2874.1633
2019-02-11 10 A,2820.0913
2019-02-11 11 A,2734.139
2019-02-11 12 A,2518.2212
2019-02-11 13 A,2422.2266
2019-02-11 14 A,2305.7366
2019-02-11 15 A,2224.855
2019-02-11 16 A,2204.0042
2019-02-11 17 A,2278.6309
2019-02-11 18 A,2477.9004
2019-02-11 19 A,2761.8718
2019-02-11 20 A,2872.9277
2019-02-11 21 A,2828.8704
2019-02-11 22 A,2749.7603
2019-02-11 23 A,2637.5427
2019-02-11 24 A,2511.2856
2019-02-12 01 A,2464.8552
2019-02-12 02 A,2235.4622
2019-02-12 03 A,2099.2869
2019-02-12 04 A,2150.422
2019-02-12 05 A,2295.025
2019-02-12 06 A,2498.0898
2019-02-12 07 A,2833.1006
2019-02-12 08 A,3272.942
2019-02-12 09 A,3358.3315
2019-02-12 10 A,3196.1333
2019-02-12 11 A,3082.5176
2019-02-12 12 A,2838.9304
2019-02-12 13 A,2730.0083
2019-02-12 14 A,2593.2236
2019-02-12 15 A,2454.4268
2019-02-12 16 A,2387.7686
2019-02-12 17 A,2453.9211
2019-02-12 18 A,2640.7197
2019-02-12 19 A,2938.6802
2019-02-12 20 A,3051.1138
2019-02-12 21 A,2995.2695
2019-02-12 22 A,2918.8362
2019-02-12 23 A,2805.5073
2019-02-12 24 A,2648.694
2019-02-13 01 A,2380.0784
2019-02-13 02 A,2150.9473
2019-02-13 03 A,2015.2079
2019-02-13 04 A,2052.259
2019-02-13 05 A,2199.446
2019-02-13 06 A,2373.1584
2019-02-13 07 A,2649.3696
2019-02-13 08 A,3072.2864
2019-02-13 09 A,3161.58
2019-02-13 10 A,2970.5557
2019-02-13 11 A,2845.4312
2019-02-13 12 A,2615.87
2019-02-13 13 A,2486.952
2019-02-13 14 A,2339.8005
2019-02-13 15 A,2206.9592
2019-02-13 16 A,2122.2485
2019-02-13 17 A,2171.7236
2019-02-13 18 A,2341.243
2019-02-13 19 A,2608.2449
2019-02-13 20 A,2689.87
2019-02-13 21 A,2616.8796
2019-02-13 22 A,2561.2346
2019-02-13 23 A,2452.7231
2019-02-13 24 A,2318.2112
2019-02-14 01 A,1968.0293
2019-02-14 02 A,1744.6483
2019-02-14 03 A,1605.0563
2019-02-14 04 A,1631.9198
2019-02-14 05 A,1764.5594
2019-02-14 06 A,1901.5852
2019-02-14 07 A,2134.6921
2019-02-14 08 A,2514.691
2019-02-14 09 A,2665.548
2019-02-14 10 A,2524.654
2019-02-14 11 A,2421.7273
2019-02-14 12 A,2207.2063
2019-02-14 13 A,2106.3384
2019-02-14 14 A,1963.5402
2019-02-14 15 A,1835.5616
2019-02-14 16 A,1764.5525
2019-02-14 17 A,1816.1364
2019-02-14 18 A,1993.3081
2019-02-14 19 A,2269.5305
2019-02-14 20 A,2358.7695
2019-02-14 21 A,2274.5955
2019-02-14 22 A,2228.6995
2019-02-14 23 A,2125.0015
2019-02-14 24 A,2007.165
2019-02-15 01 A,1783.1228
2019-02-15 02 A,1563.6118
2019-02-15 03 A,1424.108
2019-02-15 04 A,1446.2812
2019-02-15 05 A,1567.5262
2019-02-15 06 A,1680.8435
2019-02-15 07 A,1872.2153
2019-02-15 08 A,2221.6619
2019-02-15 09 A,2370.014
2019-02-15 10 A,2254.9895
2019-02-15 11 A,2181.8965
2019-02-15 12 A,1990.3835
2019-02-15 13 A,1885.2814
2019-02-15 14 A,1767.7572
2019-02-15 15 A,1647.6483
2019-02-15 16 A,1580.4102
2019-02-15 17 A,1626.6991
2019-02-15 18 A,1788.7036
2019-02-15 19 A,2049.338
2019-02-15 20 A,2140.3547
2019-02-15 21 A,2065.8037
2019-02-15 22 A,2021.6095
2019-02-15 23 A,1926.5403
2019-02-15 24 A,1815.8134
2019-02-16 01 A,1668.3129
2019-02-16 02 A,1456.5941
2019-02-16 03 A,1332.5844
2019-02-16 04 A,1389.4324
2019-02-16 05 A,1506.13
2019-02-16 06 A,1625.2045
2019-02-16 07 A,1841.7074
2019-02-16 08 A,2207.587
2019-02-16 09 A,2311.202
2019-02-16 10 A,2117.9844
2019-02-16 11 A,2047.9052
2019-02-16 12 A,1839.1887
2019-02-16 13 A,1732.9247
2019-02-16 14 A,1612.6384
2019-02-16 15 A,1504.7051
2019-02-16 16 A,1438.5756
2019-02-16 17 A,1479.4751
2019-02-16 18 A,1639.218
2019-02-16 19 A,1891.3998
2019-02-16 20 A,1981.1227
2019-02-16 21 A,1913.1959
2019-02-16 22 A,1872.4034
2019-02-16 23 A,1784.5283
2019-02-16 24 A,1693.184
2019-02-17 01 A,1753.1521
2019-02-17 02 A,1541.4747
2019-02-17 03 A,1416.2236
2019-02-17 04 A,1444.4374
2019-02-17 05 A,1552.0592
2019-02-17 06 A,1664.9043
2019-02-17 07 A,1811.0437
2019-02-17 08 A,2190.7673
2019-02-17 09 A,2351.2515
2019-02-17 10 A,2265.0493
2019-02-17 11 A,2199.975
2019-02-17 12 A,2008.0383
2019-02-17 13 A,1922.163
2019-02-17 14 A,1816.3895
2019-02-17 15 A,1699.6252
2019-02-17 16 A,1637.0846
2019-02-17 17 A,1683.8693
2019-02-17 18 A,1850.7709
2019-02-17 19 A,2126.3384
2019-02-17 20 A,2212.336
2019-02-17 21 A,2157.8171
2019-02-17 22 A,2100.5613
2019-02-17 23 A,2026.974
2019-02-17 24 A,1943.9167
2019-02-18 01 A,1892.6742
2019-02-18 02 A,1678.0498
2019-02-18 03 A,1536.5355
2019-02-18 04 A,1555.2094
2019-02-18 05 A,1651.4362
2019-02-18 06 A,1731.994
2019-02-18 07 A,1862.4768
2019-02-18 08 A,2221.67
2019-02-18 09 A,2402.8965
2019-02-18 10 A,2348.711
2019-02-18 11 A,2294.3582
2019-02-18 12 A,2110.153
2019-02-18 13 A,2026.8905
2019-02-18 14 A,1913.1486
2019-02-18 15 A,1794.6902
2019-02-18 16 A,1731.2354
2019-02-18 17 A,1782.4838
2019-02-18 18 A,1944.5205
2019-02-18 19 A,2216.1877
2019-02-18 20 A,2315.074
2019-02-18 21 A,2248.362
2019-02-18 22 A,2186.1726
2019-02-18 23 A,2081.5708
2019-02-18 24 A,1986.1376
2019-02-19 01 A,1874.5673
2019-02-19 02 A,1666.1271
2019-02-19 03 A,1536.6552
2019-02-19 04 A,1580.0397
2019-02-19 05 A,1715.997
2019-02-19 06 A,1895.1443
2019-02-19 07 A,2136.9956
2019-02-19 08 A,2554.6958
2019-02-19 09 A,2655.468
2019-02-19 10 A,2518.751
2019-02-19 11 A,2421.1345
2019-02-19 12 A,2216.352
2019-02-19 13 A,2127.7678
2019-02-19 14 A,2022.3741
2019-02-19 15 A,1908.2979
2019-02-19 16 A,1840.056
2019-02-19 17 A,1880.6897
2019-02-19 18 A,2038.5173
2019-02-19 19 A,2309.3848
2019-02-19 20 A,2410.8447
2019-02-19 21 A,2356.0242
2019-02-19 22 A,2289.6748
2019-02-19 23 A,2192.067
2019-02-19 24 A,2072.3613
2019-02-20 01 A,1819.5299
2019-02-20 02 A,1607.6324
2019-02-20 03 A,1480.8363
2019-02-20 04 A,1526.855
2019-02-20 05 A,1673.6608
2019-02-20 06 A,1842.9526
2019-02-20 07 A,2127.6487
2019-02-20 08 A,2511.5383
2019-02-20 09 A,2641.8638
2019-02-20 10 A,2493.894
2019-02-20 11 A,2392.8022
2019-02-20 12 A,2182.2573
2019-02-20 13 A,2087.996
2019-02-20 14 A,1965.9921
2019-02-20 15 A,1844.5338
2019-02-20 16 A,1785.1913
2019-02-20 17 A,1838.8734
2019-02-20 18 A,2037.3795
2019-02-20 19 A,2351.8142
2019-02-20 20 A,2490.689
2019-02-20 21 A,2429.7432
2019-02-20 22 A,2377.511
2019-02-20 23 A,2279.0835
2019-02-20 24 A,2148.569
2019-02-21 01 A,1922.7723
2019-02-21 02 A,1693.0981
2019-02-21 03 A,1568.7885
2019-02-21 04 A,1588.7983
2019-02-21 05 A,1743.802
2019-02-21 06 A,1889.8944
2019-02-21 07 A,2164.845
2019-02-21 08 A,2543.8716
2019-02-21 09 A,2698.5288
2019-02-21 10 A,2539.0315
2019-02-21 11 A,2435.3765
2019-02-21 12 A,2216.9136
2019-02-21 13 A,2114.142
2019-02-21 14 A,1987.843
2019-02-21 15 A,1867.426
2019-02-21 16 A,1792.8748
2019-02-21 17 A,1849.6473
2019-02-21 18 A,2021.471
2019-02-21 19 A,2338.5747
2019-02-21 20 A,2473.5483
2019-02-21 21 A,2408.5122
2019-02-21 22 A,2364.2847
2019-02-21 23 A,2261.2075
2019-02-21 24 A,2139.2656
2019-02-22 01 A,1906.3701
2019-02-22 02 A,1679.9047
2019-02-22 03 A,1559.0396
2019-02-22 04 A,1592.7711
2019-02-22 05 A,1718.2802
2019-02-22 06 A,1862.1782
2019-02-22 07 A,2166.5225
2019-02-22 08 A,2562.1938
2019-02-22 09 A,2682.963
2019-02-22 10 A,2485.156
2019-02-22 11 A,2387.97
2019-02-22 12 A,2175.611
2019-02-22 13 A,2088.594
2019-02-22 14 A,1980.7025
2019-02-22 15 A,1861.3646
2019-02-22 16 A,1798.8993
2019-02-22 17 A,1852.1951
2019-02-22 18 A,2024.896
2019-02-22 19 A,2300.1184
2019-02-22 20 A,2438.9397
2019-02-22 21 A,2362.4558
2019-02-22 22 A,2303.675
2019-02-22 23 A,2193.7295
2019-02-22 24 A,2080.676
2019-02-23 01 A,1831.7726
2019-02-23 02 A,1593.6401
2019-02-23 03 A,1466.5387
2019-02-23 04 A,1477.6505
2019-02-23 05 A,1595.6919
2019-02-23 06 A,1737.401
2019-02-23 07 A,2058.2263
2019-02-23 08 A,2470.4639
2019-02-23 09 A,2591.342
2019-02-23 10 A,2394.2883
2019-02-23 11 A,2284.9863
2019-02-23 12 A,2061.6587
2019-02-23 13 A,1948.6165
2019-02-23 14 A,1828.3551
2019-02-23 15 A,1694.9603
2019-02-23 16 A,1629.8391
2019-02-23 17 A,1678.2913
2019-02-23 18 A,1850.4089
2019-02-23 19 A,2153.583
2019-02-23 20 A,2287.4397
2019-02-23 21 A,2210.3662
2019-02-23 22 A,2094.764
2019-02-23 23 A,1962.9674
2019-02-23 24 A,1849.5676
2019-02-24 01 A,1691.7083
2019-02-24 02 A,1436.3713
2019-02-24 03 A,1285.4786
2019-02-24 04 A,1305.5916
2019-02-24 05 A,1413.8173
2019-02-24 06 A,1526.189
2019-02-24 07 A,1773.2334
2019-02-24 08 A,2158.5955
2019-02-24 09 A,2302.6956
2019-02-24 10 A,2185.0256
2019-02-24 11 A,2122.9365
2019-02-24 12 A,1905.8541
2019-02-24 13 A,1788.4672
2019-02-24 14 A,1666.1013
2019-02-24 15 A,1540.3662
2019-02-24 16 A,1462.635
2019-02-24 17 A,1509.9644
2019-02-24 18 A,1692.0588
2019-02-24 19 A,2004.5916
2019-02-24 20 A,2139.0251
2019-02-24 21 A,2062.1025
2019-02-24 22 A,1941.5612
2019-02-24 23 A,1826.9392
2019-02-24 24 A,1714.2733
2019-02-25 01 A,1666.5696
2019-02-25 02 A,1432.4264
2019-02-25 03 A,1290.7397
2019-02-25 04 A,1310.9159
2019-02-25 05 A,1410.8544
2019-02-25 06 A,1481.2622
2019-02-25 07 A,1677.6876
2019-02-25 08 A,2024.9387
2019-02-25 09 A,2210.5244
2019-02-25 10 A,2118.1406
2019-02-25 11 A,2059.9326
2019-02-25 12 A,1852.8082
2019-02-25 13 A,1740.4313
2019-02-25 14 A,1626.3153
2019-02-25 15 A,1514.3168
2019-02-25 16 A,1436.1239
2019-02-25 17 A,1473.1373
2019-02-25 18 A,1660.1284
2019-02-25 19 A,1952.6698
2019-02-25 20 A,2088.2903
2019-02-25 21 A,2027.0532
2019-02-25 22 A,1951.2345
2019-02-25 23 A,1844.5924
2019-02-25 24 A,1731.8766
2019-02-26 01 A,1632.6111
2019-02-26 02 A,1424.6377
2019-02-26 03 A,1326.7661
2019-02-26 04 A,1385.9525
2019-02-26 05 A,1515.5436
2019-02-26 06 A,1690.2814
2019-02-26 07 A,2009.8488
2019-02-26 08 A,2406.1892
2019-02-26 09 A,2504.2002
2019-02-26 10 A,2329.0376
2019-02-26 11 A,2241.2578
2019-02-26 12 A,2009.8016
2019-02-26 13 A,1889.8059
2019-02-26 14 A,1760.0652
2019-02-26 15 A,1616.357
2019-02-26 16 A,1535.6493
2019-02-26 17 A,1550.1681
2019-02-26 18 A,1720.886
2019-02-26 19 A,1992.6439
2019-02-26 20 A,2127.8784
2019-02-26 21 A,2102.61
2019-02-26 22 A,2043.0161
2019-02-26 23 A,1940.5526
2019-02-26 24 A,1809.8169
2019-02-27 01 A,1602.2856
2019-02-27 02 A,1384.7577
2019-02-27 03 A,1267.7238
2019-02-27 04 A,1321.7932
2019-02-27 05 A,1468.5177
2019-02-27 06 A,1633.0061
2019-02-27 07 A,1942.5206
2019-02-27 08 A,2370.042
2019-02-27 09 A,2481.3003
2019-02-27 10 A,2325.6094
2019-02-27 11 A,2240.235
2019-02-27 12 A,2053.5725
2019-02-27 13 A,1942.3342
2019-02-27 14 A,1813.1161
2019-02-27 15 A,1678.1538
2019-02-27 16 A,1596.9541
2019-02-27 17 A,1620.2535
2019-02-27 18 A,1785.6097
2019-02-27 19 A,2002.7544
2019-02-27 20 A,2094.8242
2019-02-27 21 A,2052.0417
2019-02-27 22 A,1994.8785
2019-02-27 23 A,1893.0424
2019-02-27 24 A,1779.9175
2019-02-28 01 A,1520.3356
2019-02-28 02 A,1302.4824
2019-02-28 03 A,1196.519
2019-02-28 04 A,1244.3495
2019-02-28 05 A,1352.0144
2019-02-28 06 A,1505.6569
2019-02-28 07 A,1797.2834
2019-02-28 08 A,2208.791
2019-02-28 09 A,2328.8525
2019-02-28 10 A,2190.6946
2019-02-28 11 A,2111.636
2019-02-28 12 A,1962.8838
2019-02-28 13 A,1911.9406
2019-02-28 14 A,1819.6453
2019-02-28 15 A,1730.7261
2019-02-28 16 A,1690.1453
2019-02-28 17 A,1728.2993
2019-02-28 18 A,1919.626
2019-02-28 19 A,2111.9197
2019-02-28 20 A,2169.1594
2019-02-28 21 A,2119.9963
2019-02-28 22 A,2058.7708
2019-02-28 23 A,1950.563
2019-02-28 24 A,1860.8678
2019-03-01 01 A,1669.6289
2019-03-01 02 A,1461.4714
2019-03-01 03 A,1315.915
2019-03-01 04 A,1301.3762
2019-03-01 05 A,1389.8649
2019-03-01 06 A,1497.5505
2019-03-01 07 A,1586.6462
2019-03-01 08 A,1833.4352
2019-03-01 09 A,2001.2164
2019-03-01 10 A,2116.5042
2019-03-01 11 A,2132.7815
2019-03-01 12 A,1975.5134
2019-03-01 13 A,1873.5608
2019-03-01 14 A,1736.4412
2019-03-01 15 A,1663.1501
2019-03-01 16 A,1609.8163
2019-03-01 17 A,1673.2637
2019-03-01 18 A,1855.5134
2019-03-01 19 A,2180.7021
2019-03-01 20 A,2305.2068
2019-03-01 21 A,2272.5122
2019-03-01 22 A,2241.468
2019-03-01 23 A,2139.4011
2019-03-01 24 A,1999.6149
2019-03-02 01 A,1851.9252
2019-03-02 02 A,1623.9515
2019-03-02 03 A,1491.1946
2019-03-02 04 A,1520.012
2019-03-02 05 A,1689.5742
2019-03-02 06 A,1870.0107
2019-03-02 07 A,2174.144
2019-03-02 08 A,2623.197
2019-03-02 09 A,2646.2246
2019-03-02 10 A,2458.311
2019-03-02 11 A,2366.7854
2019-03-02 12 A,2188.9097
2019-03-02 13 A,2067.9214
2019-03-02 14 A,1903.598
2019-03-02 15 A,1725.0149
2019-03-02 16 A,1621.6351
2019-03-02 17 A,1632.1222
2019-03-02 18 A,1759.3705
2019-03-02 19 A,2091.395
2019-03-02 20 A,2215.002
2019-03-02 21 A,2187.748
2019-03-02 22 A,2181.8086
2019-03-02 23 A,2072.948
2019-03-02 24 A,1942.975
2019-03-03 01 A,1706.7095
2019-03-03 02 A,1460.4265
2019-03-03 03 A,1314.6665
2019-03-03 04 A,1274.1097
2019-03-03 05 A,1388.8606
2019-03-03 06 A,1520.505
2019-03-03 07 A,1667.9186
2019-03-03 08 A,2082.43
2019-03-03 09 A,2112.8833
2019-03-03 10 A,1988.3383
2019-03-03 11 A,1910.9344
2019-03-03 12 A,1749.1978
2019-03-03 13 A,1643.9614
2019-03-03 14 A,1505.6697
2019-03-03 15 A,1326.9994
2019-03-03 16 A,1232.8619
2019-03-03 17 A,1259.2534
2019-03-03 18 A,1390.1592
2019-03-03 19 A,1683.0995
2019-03-03 20 A,1807.8602
2019-03-03 21 A,1734.0089
2019-03-03 22 A,1612.9891
2019-03-03 23 A,1539.3297
2019-03-03 24 A,1431.4468
2019-03-04 01 A,1282.7323
2019-03-04 02 A,1053.0576
2019-03-04 03 A,937.7883
2019-03-04 04 A,948.33
2019-03-04 05 A,1084.6412
2019-03-04 06 A,1189.2843
2019-03-04 07 A,1307.3942
2019-03-04 08 A,1696.7325
2019-03-04 09 A,1779.7864
2019-03-04 10 A,1717.398
2019-03-04 11 A,1686.2926
2019-03-04 12 A,1559.0996
2019-03-04 13 A,1510.2937
2019-03-04 14 A,1404.7181
2019-03-04 15 A,1280.8657
2019-03-04 16 A,1207.2758
2019-03-04 17 A,1236.8451
2019-03-04 18 A,1358.2273
2019-03-04 19 A,1645.2004
2019-03-04 20 A,1770.9409
2019-03-04 21 A,1689.6118
2019-03-04 22 A,1573.0125
2019-03-04 23 A,1520.6184
2019-03-04 24 A,1425.6133
2019-03-05 01 A,1354.8044
2019-03-05 02 A,1142.4937
2019-03-05 03 A,1042.7728
2019-03-05 04 A,1074.1615
2019-03-05 05 A,1236.5199
2019-03-05 06 A,1427.471
2019-03-05 07 A,1723.3209
2019-03-05 08 A,2200.5571
2019-03-05 09 A,2236.4238
2019-03-05 10 A,2100.95
2019-03-05 11 A,1984.3918
2019-03-05 12 A,1812.927
2019-03-05 13 A,1724.3152
2019-03-05 14 A,1610.7172
2019-03-05 15 A,1483.1603
2019-03-05 16 A,1415.967
2019-03-05 17 A,1458.2103
2019-03-05 18 A,1604.5696
2019-03-05 19 A,1911.2917
2019-03-05 20 A,2045.9896
2019-03-05 21 A,2005.6694
2019-03-05 22 A,1875.0394
2019-03-05 23 A,1807.294
2019-03-05 24 A,1676.1761
2019-03-06 01 A,1435.5566
2019-03-06 02 A,1218.7448
2019-03-06 03 A,1096.357
2019-03-06 04 A,1138.3032
2019-03-06 05 A,1302.2706
2019-03-06 06 A,1459.7367
2019-03-06 07 A,1747.3203
2019-03-06 08 A,2209.1714
2019-03-06 09 A,2233.374
2019-03-06 10 A,2084.9966
2019-03-06 11 A,1960.1388
2019-03-06 12 A,1777.8915
2019-03-06 13 A,1679.0043
2019-03-06 14 A,1559.0892
2019-03-06 15 A,1427.7377
2019-03-06 16 A,1348.3649
2019-03-06 17 A,1382.5884
2019-03-06 18 A,1538.2015
2019-03-06 19 A,1870.638
2019-03-06 20 A,2035.5052
2019-03-06 21 A,2029.3417
2019-03-06 22 A,1950.1549
2019-03-06 23 A,1835.2731
2019-03-06 24 A,1706.5066
2019-03-07 01 A,1498.6663
2019-03-07 02 A,1276.2087
2019-03-07 03 A,1155.8718
2019-03-07 04 A,1178.9752
2019-03-07 05 A,1346.93
2019-03-07 06 A,1510.9675
2019-03-07 07 A,1816.5206
2019-03-07 08 A,2268.403
2019-03-07 09 A,2294.0579
2019-03-07 10 A,2117.0718
2019-03-07 11 A,1973.6681
2019-03-07 12 A,1797.5653
2019-03-07 13 A,1700.7092
2019-03-07 14 A,1574.7563
2019-03-07 15 A,1443.5553
2019-03-07 16 A,1357.1647
2019-03-07 17 A,1386.6951
2019-03-07 18 A,1537.7256
2019-03-07 19 A,1874.6202
2019-03-07 20 A,2025.6438
2019-03-07 21 A,2008.1906
2019-03-07 22 A,1918.7078
2019-03-07 23 A,1806.5715
2019-03-07 24 A,1674.1658
2019-03-08 01 A,1508.3566
2019-03-08 02 A,1286.7797
2019-03-08 03 A,1148.004
2019-03-08 04 A,1174.8472
2019-03-08 05 A,1348.682
2019-03-08 06 A,1507.602
2019-03-08 07 A,1819.2109
2019-03-08 08 A,2272.4778
2019-03-08 09 A,2297.8164
2019-03-08 10 A,2110.8464
2019-03-08 11 A,1985.2661
2019-03-08 12 A,1813.5431
2019-03-08 13 A,1721.6285
2019-03-08 14 A,1603.8191
2019-03-08 15 A,1478.328
2019-03-08 16 A,1406.4856
2019-03-08 17 A,1441.3931
2019-03-08 18 A,1603.1858
2019-03-08 19 A,1940.486
2019-03-08 20 A,2088.279
2019-03-08 21 A,2079.9033
2019-03-08 22 A,1986.9719
2019-03-08 23 A,1869.1682
2019-03-08 24 A,1744.0428
2019-03-09 01 A,1520.1747
2019-03-09 02 A,1302.8564
2019-03-09 03 A,1172.4115
2019-03-09 04 A,1197.5385
2019-03-09 05 A,1367.0109
2019-03-09 06 A,1525.154
2019-03-09 07 A,1830.9026
2019-03-09 08 A,2269.5823
2019-03-09 09 A,2274.9875
2019-03-09 10 A,2069.8125
2019-03-09 11 A,1943.2253
2019-03-09 12 A,1768.1329
2019-03-09 13 A,1670.2224
2019-03-09 14 A,1542.8799
2019-03-09 15 A,1409.7867
2019-03-09 16 A,1322.3433
2019-03-09 17 A,1358.9353
2019-03-09 18 A,1498.7291
2019-03-09 19 A,1836.7305
2019-03-09 20 A,2006.5806
2019-03-09 21 A,1998.3506
2019-03-09 22 A,1885.0345
2019-03-09 23 A,1778.6661
2019-03-09 24 A,1656.225
2019-03-10 01 A,1529.7992
2019-03-10 02 A,1315.7316
2019-03-10 03 A,1173.0875
2019-03-10 04 A,1171.8563
2019-03-10 05 A,1308.2605
2019-03-10 06 A,1401.2618
2019-03-10 07 A,1621.8834
2019-03-10 08 A,2020.5635
2019-03-10 09 A,2060.3237
2019-03-10 10 A,1929.2792
2019-03-10 11 A,1824.4401
2019-03-10 12 A,1662.2892
2019-03-10 13 A,1574.165
2019-03-10 14 A,1447.6125
2019-03-10 15 A,1326.9329
2019-03-10 16 A,1248.7673
2019-03-10 17 A,1287.6222
2019-03-10 18 A,1436.6384
2019-03-10 19 A,1769.8574
2019-03-10 20 A,1920.9467
2019-03-10 21 A,1897.4507
2019-03-10 22 A,1767.1624
2019-03-10 23 A,1656.1567
2019-03-10 24 A,1540.854
2019-03-11 01 A,1355.9901
2019-03-11 02 A,1140.7097
2019-03-11 03 A,1009.8422
2019-03-11 04 A,1026.0604
2019-03-11 05 A,1152.3534
2019-03-11 06 A,1252.9442
2019-03-11 07 A,1418.0127
2019-03-11 08 A,1807.6162
2019-03-11 09 A,1858.2051
